subdir	provider	fid	words_fixed	words_buggy	fixed_err	buggy_err
benchmark_results_cloud_figshare-osce	deepgram	RES0196	943	910	103	166
benchmark_results_cloud_figshare-osce	deepgram	RES0197	966	943	106	147
benchmark_results_cloud_figshare-osce	deepgram	RES0187	1303	1275	147	201
benchmark_results_cloud_figshare-osce	deepgram	RES0191	927	905	92	130
benchmark_results_cloud_figshare-osce	deepgram	RES0190	1290	1263	118	169
benchmark_results_cloud_figshare-osce	deepgram	RES0193	1431	1382	161	254
benchmark_results_cloud_figshare-osce	deepgram	RES0198	857	833	74	119
benchmark_results_cloud_figshare-osce	deepgram	RES0192	1280	1243	120	188
benchmark_results_cloud_figshare-osce	deepgram	RES0195	1335	1297	128	201
benchmark_results_cloud_figshare-osce	deepgram	RES0201	1059	1024	130	192
benchmark_results_cloud_figshare-osce	deepgram	RES0204	995	959	93	163
benchmark_results_cloud_figshare-osce	deepgram	RES0194	1395	1339	160	252
benchmark_results_cloud_figshare-osce	deepgram	RES0202	1522	1472	176	266
benchmark_results_cloud_figshare-osce	deepgram	RES0207	818	789	102	150
benchmark_results_cloud_figshare-osce	deepgram	RES0205	1049	1009	108	180
benchmark_results_cloud_figshare-osce	deepgram	RES0200	1351	1316	171	241
benchmark_results_cloud_figshare-osce	deepgram	RES0208	1322	1254	160	287
benchmark_results_cloud_figshare-osce	deepgram	RES0212	1304	1238	89	215
benchmark_results_cloud_figshare-osce	deepgram	RES0206	1354	1309	177	262
benchmark_results_cloud_figshare-osce	deepgram	RES0213	1485	1383	107	300
benchmark_results_cloud_figshare-osce	deepgram	RES0209	1108	1062	130	213
benchmark_results_cloud_figshare-osce	deepgram	RES0210	1139	1119	117	154
benchmark_results_cloud_figshare-osce	deepgram	RES0214	1123	1093	91	140
benchmark_results_cloud_figshare-osce	google	CAR0001	1053	1027	163	208
benchmark_results_cloud_figshare-osce	deepgram	RES0215	1386	1329	122	224
benchmark_results_cloud_figshare-osce	deepgram	RES0211	1415	1355	169	284
benchmark_results_cloud_figshare-osce	google	CAR0002	1067	1043	139	179
benchmark_results_cloud_figshare-osce	google	CAR0004	920	896	177	208
benchmark_results_cloud_figshare-osce	deepgram	RES0217	1486	1424	94	199
benchmark_results_cloud_figshare-osce	deepgram	RES0216	1604	1531	89	231
benchmark_results_cloud_figshare-osce	deepgram	RES0174	1549	1484	167	280
benchmark_results_cloud_figshare-osce	google	GAS0003	1093	1036	179	271
benchmark_results_cloud_figshare-osce	google	GAS0007	903	884	160	196
benchmark_results_cloud_figshare-osce	google	CAR0003	1281	1259	180	220
benchmark_results_cloud_figshare-osce	google	GAS0002	1140	1103	114	172
benchmark_results_cloud_figshare-osce	google	GAS0001	1033	984	187	272
benchmark_results_cloud_figshare-osce	google	CAR0005	1292	1228	144	254
benchmark_results_cloud_figshare-osce	google	GAS0004	1180	1127	187	284
benchmark_results_cloud_figshare-osce	google	GAS0005	1599	1541	213	317
benchmark_results_cloud_figshare-osce	google	DER0001	1554	1485	292	406
benchmark_results_cloud_figshare-osce	google	GEN0001	1132	1093	181	240
benchmark_results_cloud_figshare-osce	google	MSK0007	1358	1333	166	211
benchmark_results_cloud_figshare-osce	google	MSK0010	1505	1473	188	244
benchmark_results_cloud_figshare-osce	google	MSK0008	1417	1391	203	252
benchmark_results_cloud_figshare-osce	google	MSK0004	1125	1096	148	192
benchmark_results_cloud_figshare-osce	google	MSK0019	1337	1298	142	212
benchmark_results_cloud_figshare-osce	google	MSK0009	1572	1520	236	324
benchmark_results_cloud_figshare-osce	google	MSK0015	1622	1576	250	330
benchmark_results_cloud_figshare-osce	google	MSK0046	1225	1188	200	264
benchmark_results_cloud_figshare-osce	google	MSK0003	1866	1810	239	336
benchmark_results_cloud_figshare-osce	google	MSK0039	1404	1367	198	267
benchmark_results_cloud_figshare-osce	google	MSK0043	1772	1694	203	347
benchmark_results_cloud_figshare-osce	google	RES0002	1162	1144	359	388
benchmark_results_cloud_figshare-osce	google	MSK0016	2064	1999	238	364
benchmark_results_cloud_figshare-osce	google	MSK0017	1735	1681	285	388
benchmark_results_cloud_figshare-osce	google	MSK0037	1682	1620	246	361
benchmark_results_cloud_figshare-osce	google	RES0074	1246	1206	240	317
benchmark_results_cloud_figshare-osce	google	RES0059	1358	1327	290	344
benchmark_results_cloud_figshare-osce	google	RES0007	1874	1811	231	345
benchmark_results_cloud_figshare-osce	google	MSK0029	2268	2186	341	487
benchmark_results_cloud_figshare-osce	google	RES0090	1193	1160	187	232
benchmark_results_cloud_figshare-osce	google	RES0111	965	927	168	237
benchmark_results_cloud_figshare-osce	google	RES0043	1503	1451	237	321
benchmark_results_cloud_figshare-osce	google	RES0118	947	921	109	154
benchmark_results_cloud_figshare-osce	google	RES0143	1119	1080	179	240
benchmark_results_cloud_figshare-osce	google	RES0154	943	922	146	186
benchmark_results_cloud_figshare-osce	google	RES0147	1274	1234	259	320
benchmark_results_cloud_figshare-osce	google	RES0062	1965	1905	430	535
benchmark_results_cloud_figshare-osce	google	RES0110	1565	1512	202	297
benchmark_results_cloud_figshare-osce	google	RES0133	1264	1222	175	234
benchmark_results_cloud_figshare-osce	google	RES0053	1982	1906	464	594
benchmark_results_cloud_figshare-osce	google	RES0171	1368	1306	282	386
benchmark_results_cloud_figshare-osce	google	RES0159	1104	1060	181	257
benchmark_results_cloud_figshare-osce	google	RES0203	920	895	124	166
benchmark_results_cloud_figshare-osce	google	RES0199	1152	1118	184	244
benchmark_results_cloud_figshare-osce	google	RES0188	957	932	137	183
benchmark_results_cloud_figshare-osce	google	RES0184	970	946	160	198
benchmark_results_cloud_figshare-osce	google	MSK0001	983	960	135	168
benchmark_results_cloud_figshare-osce	google	RES0183	1217	1178	229	288
benchmark_results_cloud_figshare-osce	google	MSK0018	976	940	113	170
benchmark_results_cloud_figshare-osce	google	MSK0013	1610	1562	188	274
benchmark_results_cloud_figshare-osce	google	MSK0023	1229	1181	143	233
benchmark_results_cloud_figshare-osce	google	MSK0020	1683	1636	217	301
benchmark_results_cloud_figshare-osce	google	MSK0011	1535	1501	266	328
benchmark_results_cloud_figshare-osce	google	MSK0005	1513	1462	180	280
benchmark_results_cloud_figshare-osce	google	MSK0012	1652	1600	217	308
benchmark_results_cloud_figshare-osce	google	MSK0014	1575	1529	222	306
benchmark_results_cloud_figshare-osce	google	MSK0006	1781	1720	210	320
benchmark_results_cloud_figshare-osce	google	MSK0024	1193	1162	124	181
benchmark_results_cloud_figshare-osce	google	MSK0025	1580	1511	144	272
benchmark_results_cloud_figshare-osce	google	MSK0026	1365	1338	176	221
benchmark_results_cloud_figshare-osce	google	MSK0021	1745	1691	261	360
benchmark_results_cloud_figshare-osce	google	MSK0027	1377	1331	190	277
benchmark_results_cloud_figshare-osce	google	MSK0022	2164	2091	234	375
benchmark_results_cloud_figshare-osce	google	MSK0028	1836	1785	238	332
benchmark_results_cloud_figshare-osce	google	MSK0032	1198	1154	152	220
benchmark_results_cloud_figshare-osce	google	MSK0031	1299	1247	169	266
benchmark_results_cloud_figshare-osce	google	MSK0040	1488	1446	194	266
benchmark_results_cloud_figshare-osce	google	MSK0038	1895	1828	273	400
benchmark_results_cloud_figshare-osce	google	MSK0042	1522	1471	177	275
benchmark_results_cloud_figshare-osce	google	MSK0034	1448	1417	225	282
benchmark_results_cloud_figshare-osce	google	MSK0033	1687	1621	204	331
benchmark_results_cloud_figshare-osce	google	MSK0035	1596	1549	206	282
benchmark_results_cloud_figshare-osce	google	MSK0045	1394	1354	217	278
benchmark_results_cloud_figshare-osce	google	MSK0036	1757	1714	239	321
benchmark_results_cloud_figshare-osce	google	MSK0041	1583	1543	228	285
benchmark_results_cloud_figshare-osce	google	MSK0044	1177	1132	134	222
benchmark_results_cloud_figshare-osce	google	RES0003	1261	1213	150	241
benchmark_results_cloud_figshare-osce	google	RES0001	1526	1469	211	315
benchmark_results_cloud_figshare-osce	google	MSK0050	1285	1257	154	206
benchmark_results_cloud_figshare-osce	google	MSK0049	1372	1333	198	264
benchmark_results_cloud_figshare-osce	google	RES0004	1723	1650	279	413
benchmark_results_cloud_figshare-osce	google	RES0009	1446	1372	338	443
benchmark_results_cloud_figshare-osce	google	RES0008	1171	1129	225	301
benchmark_results_cloud_figshare-osce	google	RES0006	1240	1207	177	241
benchmark_results_cloud_figshare-osce	google	RES0010	1070	1018	173	268
benchmark_results_cloud_figshare-osce	google	RES0013	1400	1325	200	330
benchmark_results_cloud_figshare-osce	google	RES0014	1429	1383	217	304
benchmark_results_cloud_figshare-osce	google	RES0005	1645	1578	203	333
benchmark_results_cloud_figshare-osce	google	RES0018	1334	1294	174	252
benchmark_results_cloud_figshare-osce	google	RES0011	1647	1573	290	418
benchmark_results_cloud_figshare-osce	google	RES0016	1327	1287	145	209
benchmark_results_cloud_figshare-osce	google	RES0023	1099	1054	242	317
benchmark_results_cloud_figshare-osce	google	RES0015	1607	1551	222	313
benchmark_results_cloud_figshare-osce	google	RES0017	1751	1698	213	309
benchmark_results_cloud_figshare-osce	google	RES0019	1334	1300	251	296
benchmark_results_cloud_figshare-osce	google	RES0012	2168	2058	330	527
benchmark_results_cloud_figshare-osce	google	RES0021	1255	1226	231	276
benchmark_results_cloud_figshare-osce	google	RES0024	1004	969	218	275
benchmark_results_cloud_figshare-osce	google	RES0020	1413	1386	230	265
benchmark_results_cloud_figshare-osce	google	RES0022	1999	1927	411	517
benchmark_results_cloud_figshare-osce	google	RES0025	1393	1342	258	334
benchmark_results_cloud_figshare-osce	google	RES0028	1156	1130	139	176
benchmark_results_cloud_figshare-osce	google	RES0029	811	787	103	139
benchmark_results_cloud_figshare-osce	google	RES0030	1184	1158	145	176
benchmark_results_cloud_figshare-osce	google	RES0027	1366	1323	264	331
benchmark_results_cloud_figshare-osce	google	RES0026	1544	1504	239	310
benchmark_results_cloud_figshare-osce	google	RES0036	1423	1368	198	291
benchmark_results_cloud_figshare-osce	google	RES0035	958	944	121	140
benchmark_results_cloud_figshare-osce	google	RES0037	1453	1413	172	244
benchmark_results_cloud_figshare-osce	google	RES0032	1212	1169	124	191
benchmark_results_cloud_figshare-osce	google	RES0042	1264	1222	205	269
benchmark_results_cloud_figshare-osce	google	RES0031	1343	1297	180	259
benchmark_results_cloud_figshare-osce	google	RES0033	1372	1306	183	309
benchmark_results_cloud_figshare-osce	google	RES0038	1554	1504	196	277
benchmark_results_cloud_figshare-osce	google	RES0034	1685	1627	196	296
benchmark_results_cloud_figshare-osce	google	RES0050	1109	1084	140	184
benchmark_results_cloud_figshare-osce	google	RES0046	1588	1532	229	334
benchmark_results_cloud_figshare-osce	google	RES0045	1204	1158	158	234
benchmark_results_cloud_figshare-osce	google	RES0039	1672	1635	228	292
benchmark_results_cloud_figshare-osce	google	RES0052	828	809	198	230
benchmark_results_cloud_figshare-osce	google	RES0051	997	970	176	224
benchmark_results_cloud_figshare-osce	google	RES0048	1809	1726	268	417
benchmark_results_cloud_figshare-osce	google	RES0047	1628	1575	267	367
benchmark_results_cloud_figshare-osce	google	RES0044	1859	1776	227	380
benchmark_results_cloud_figshare-osce	google	RES0056	1174	1140	255	308
benchmark_results_cloud_figshare-osce	google	RES0049	1622	1555	262	383
benchmark_results_cloud_figshare-osce	google	RES0057	1245	1194	366	453
benchmark_results_cloud_figshare-osce	google	RES0064	1078	1046	165	219
benchmark_results_cloud_figshare-osce	google	RES0055	1375	1328	314	397
benchmark_results_cloud_figshare-osce	google	RES0054	2491	2446	834	902
benchmark_results_cloud_figshare-osce	google	RES0067	946	912	185	237
benchmark_results_cloud_figshare-osce	google	RES0069	1026	994	240	283
benchmark_results_cloud_figshare-osce	google	RES0070	976	946	222	267
benchmark_results_cloud_figshare-osce	google	RES0058	1514	1462	349	431
benchmark_results_cloud_figshare-osce	google	RES0063	1439	1384	266	366
benchmark_results_cloud_figshare-osce	google	RES0065	1089	1064	246	288
benchmark_results_cloud_figshare-osce	google	RES0066	1192	1160	203	266
benchmark_results_cloud_figshare-osce	google	RES0060	1683	1616	433	549
benchmark_results_cloud_figshare-osce	google	RES0072	1182	1150	251	313
benchmark_results_cloud_figshare-osce	google	RES0061	1783	1701	397	536
benchmark_results_cloud_figshare-osce	google	RES0068	1213	1168	229	303
benchmark_results_cloud_figshare-osce	google	RES0075	1112	1070	186	261
benchmark_results_cloud_figshare-osce	google	RES0073	1340	1303	238	304
benchmark_results_cloud_figshare-osce	google	RES0071	1301	1261	237	310
benchmark_results_cloud_figshare-osce	google	RES0076	1569	1513	258	366
benchmark_results_cloud_figshare-osce	google	RES0079	841	815	275	321
benchmark_results_cloud_figshare-osce	google	RES0082	932	891	316	381
benchmark_results_cloud_figshare-osce	google	RES0085	959	923	203	262
benchmark_results_cloud_figshare-osce	google	RES0078	1140	1092	308	385
benchmark_results_cloud_figshare-osce	google	RES0083	990	962	258	297
benchmark_results_cloud_figshare-osce	google	RES0080	1225	1179	327	393
benchmark_results_cloud_figshare-osce	google	RES0086	1523	1463	309	410
benchmark_results_cloud_figshare-osce	google	RES0091	901	869	112	149
benchmark_results_cloud_figshare-osce	google	RES0092	837	800	173	234
benchmark_results_cloud_figshare-osce	google	RES0081	1455	1391	470	557
benchmark_results_cloud_figshare-osce	google	RES0077	1649	1585	340	463
benchmark_results_cloud_figshare-osce	google	RES0088	1373	1336	239	289
benchmark_results_cloud_figshare-osce	google	RES0084	1562	1516	278	364
benchmark_results_cloud_figshare-osce	google	RES0087	1359	1306	210	308
benchmark_results_cloud_figshare-osce	google	RES0094	793	766	137	190
benchmark_results_cloud_figshare-osce	google	RES0096	1292	1251	292	359
benchmark_results_cloud_figshare-osce	google	RES0097	1381	1319	303	376
benchmark_results_cloud_figshare-osce	google	RES0093	1606	1543	297	409
benchmark_results_cloud_figshare-osce	google	RES0098	1474	1422	177	272
benchmark_results_cloud_figshare-osce	google	RES0089	1800	1749	263	351
benchmark_results_cloud_figshare-osce	google	RES0101	1430	1379	186	282
benchmark_results_cloud_figshare-osce	google	RES0095	1467	1426	316	372
benchmark_results_cloud_figshare-osce	google	RES0103	1100	1063	150	218
benchmark_results_cloud_figshare-osce	google	RES0099	1554	1505	253	344
benchmark_results_cloud_figshare-osce	google	RES0112	835	795	136	209
benchmark_results_cloud_figshare-osce	google	RES0106	1307	1251	186	275
benchmark_results_cloud_figshare-osce	google	RES0108	950	918	155	204
benchmark_results_cloud_figshare-osce	google	RES0100	1767	1710	232	337
benchmark_results_cloud_figshare-osce	google	RES0109	845	817	137	177
benchmark_results_cloud_figshare-osce	google	RES0105	1738	1663	229	363
benchmark_results_cloud_figshare-osce	google	RES0104	1563	1511	207	293
benchmark_results_cloud_figshare-osce	google	RES0102	2025	1952	264	399
benchmark_results_cloud_figshare-osce	google	RES0113	1079	1043	151	219
benchmark_results_cloud_figshare-osce	google	RES0117	951	920	146	189
benchmark_results_cloud_figshare-osce	google	RES0107	1596	1520	207	340
benchmark_results_cloud_figshare-osce	google	RES0119	1359	1302	168	261
benchmark_results_cloud_figshare-osce	google	RES0120	1381	1325	134	212
benchmark_results_cloud_figshare-osce	google	RES0121	962	930	114	165
benchmark_results_cloud_figshare-osce	google	RES0122	1046	1005	173	239
benchmark_results_cloud_figshare-osce	google	RES0123	1716	1647	287	397
benchmark_results_cloud_figshare-osce	google	RES0116	1588	1533	312	396
benchmark_results_cloud_figshare-osce	google	RES0114	1673	1606	286	414
benchmark_results_cloud_figshare-osce	google	RES0125	1638	1576	257	345
benchmark_results_cloud_figshare-osce	google	RES0129	1078	1040	173	239
benchmark_results_cloud_figshare-osce	google	RES0130	1329	1282	184	264
benchmark_results_cloud_figshare-osce	google	RES0128	1095	1062	210	271
benchmark_results_cloud_figshare-osce	google	RES0124	1729	1675	297	375
benchmark_results_cloud_figshare-osce	google	RES0127	1461	1418	261	333
benchmark_results_cloud_figshare-osce	google	RES0131	1231	1176	164	255
benchmark_results_cloud_figshare-osce	google	RES0134	1679	1630	204	288
benchmark_results_cloud_figshare-osce	google	RES0137	1274	1216	185	292
benchmark_results_cloud_figshare-osce	google	RES0126	1858	1784	369	493
benchmark_results_cloud_figshare-osce	google	RES0138	1148	1118	174	224
benchmark_results_cloud_figshare-osce	google	RES0132	1309	1276	220	263
benchmark_results_cloud_figshare-osce	google	RES0139	1131	1093	165	225
benchmark_results_cloud_figshare-osce	google	RES0135	1224	1191	162	208
benchmark_results_cloud_figshare-osce	google	RES0136	1243	1211	171	227
benchmark_results_cloud_figshare-osce	google	RES0140	907	877	183	232
benchmark_results_cloud_figshare-osce	google	RES0142	778	758	147	180
benchmark_results_cloud_figshare-osce	google	RES0146	898	870	196	242
benchmark_results_cloud_figshare-osce	google	RES0141	987	949	189	259
benchmark_results_cloud_figshare-osce	google	RES0145	1326	1277	226	313
benchmark_results_cloud_figshare-osce	google	RES0149	1270	1231	255	302
benchmark_results_cloud_figshare-osce	google	RES0144	1153	1119	288	350
benchmark_results_cloud_figshare-osce	google	RES0148	1136	1101	262	304
benchmark_results_cloud_figshare-osce	google	RES0151	1157	1125	166	222
benchmark_results_cloud_figshare-osce	google	RES0158	1079	1034	143	229
benchmark_results_cloud_figshare-osce	google	RES0150	1147	1099	268	339
benchmark_results_cloud_figshare-osce	google	RES0152	1059	1028	170	221
benchmark_results_cloud_figshare-osce	google	RES0161	1034	993	177	252
benchmark_results_cloud_figshare-osce	google	RES0156	1016	983	171	223
benchmark_results_cloud_figshare-osce	google	RES0153	1103	1063	157	233
benchmark_results_cloud_figshare-osce	google	RES0162	1235	1183	239	326
benchmark_results_cloud_figshare-osce	google	RES0165	909	881	196	232
benchmark_results_cloud_figshare-osce	google	RES0160	1135	1093	218	285
benchmark_results_cloud_figshare-osce	google	RES0155	1439	1380	229	338
benchmark_results_cloud_figshare-osce	google	RES0166	1155	1117	288	339
benchmark_results_cloud_figshare-osce	google	RES0169	946	906	200	267
benchmark_results_cloud_figshare-osce	google	RES0163	1200	1155	244	301
benchmark_results_cloud_figshare-osce	google	RES0164	1248	1197	346	396
benchmark_results_cloud_figshare-osce	google	RES0173	1262	1210	301	369
benchmark_results_cloud_figshare-osce	google	RES0167	1181	1132	157	243
benchmark_results_cloud_figshare-osce	google	RES0172	1195	1148	281	355
benchmark_results_cloud_figshare-osce	google	RES0168	1329	1271	204	313
benchmark_results_cloud_figshare-osce	google	RES0178	1125	1082	216	295
benchmark_results_cloud_figshare-osce	google	RES0175	1017	979	282	314
benchmark_results_cloud_figshare-osce	google	RES0177	1193	1151	196	271
benchmark_results_cloud_figshare-osce	google	RES0174	1549	1484	330	421
benchmark_results_cloud_figshare-osce	google	RES0170	1351	1300	263	361
benchmark_results_cloud_figshare-osce	google	RES0181	1184	1154	232	278
benchmark_results_cloud_figshare-osce	google	RES0176	1305	1269	246	306
benchmark_results_cloud_figshare-osce	google	RES0180	1065	1020	189	265
benchmark_results_cloud_figshare-osce	google	RES0182	945	919	144	180
benchmark_results_cloud_figshare-osce	google	RES0191	927	905	126	165
benchmark_results_cloud_figshare-osce	google	RES0187	1303	1275	232	283
benchmark_results_cloud_figshare-osce	google	RES0179	1291	1254	190	259
benchmark_results_cloud_figshare-osce	google	RES0190	1290	1263	191	237
benchmark_results_cloud_figshare-osce	google	RES0186	1069	1020	175	268
benchmark_results_cloud_figshare-osce	google	RES0185	1075	1026	186	255
benchmark_results_cloud_figshare-osce	google	RES0198	857	833	116	146
benchmark_results_cloud_figshare-osce	google	RES0197	966	943	156	196
benchmark_results_cloud_figshare-osce	google	RES0193	1431	1382	213	300
benchmark_results_cloud_figshare-osce	google	RES0189	1439	1397	191	274
benchmark_results_cloud_figshare-osce	google	RES0192	1280	1243	186	240
benchmark_results_cloud_figshare-osce	google	RES0196	943	910	180	231
benchmark_results_cloud_figshare-osce	google	RES0201	1059	1024	197	252
benchmark_results_cloud_figshare-osce	google	RES0195	1335	1297	200	270
benchmark_results_cloud_figshare-osce	google	RES0194	1395	1339	211	302
benchmark_results_cloud_figshare-osce	google	RES0204	995	959	128	195
benchmark_results_cloud_figshare-osce	google	RES0207	818	789	142	191
benchmark_results_cloud_figshare-osce	google	RES0205	1049	1009	182	242
benchmark_results_cloud_figshare-osce	google	RES0200	1351	1316	269	333
benchmark_results_cloud_figshare-osce	google	RES0202	1522	1472	237	331
benchmark_results_cloud_figshare-osce	google	RES0211	1415	1355	403	484
benchmark_results_cloud_figshare-osce	google	RES0209	1108	1062	174	254
benchmark_results_cloud_figshare-osce	google	RES0206	1354	1309	296	360
benchmark_results_cloud_figshare-osce	google	RES0210	1139	1119	244	281
benchmark_results_cloud_figshare-osce	google	RES0208	1322	1254	244	363
benchmark_results_cloud_figshare-osce	google	RES0215	1386	1329	183	276
benchmark_results_cloud_figshare-osce	google	RES0216	1604	1531	181	312
benchmark_results_cloud_figshare-osce	google	RES0214	1123	1093	148	199
benchmark_results_cloud_figshare-osce	google	RES0212	1304	1238	291	374
benchmark_results_cloud_figshare-osce-subset	assemblyai	CAR0002	1067	1043	91	128
benchmark_results_cloud_figshare-osce	google	RES0213	1485	1383	188	358
benchmark_results_cloud_figshare-osce-subset	assemblyai	CAR0004	920	896	102	147
benchmark_results_cloud_figshare-osce-subset	assemblyai	CAR0001	1053	1027	90	138
benchmark_results_cloud_figshare-osce	google	RES0217	1486	1424	205	308
benchmark_results_cloud_figshare-osce-subset	assemblyai	GAS0001	1033	984	107	192
benchmark_results_cloud_figshare-osce-subset	assemblyai	CAR0003	1281	1259	118	154
benchmark_results_cloud_figshare-osce-subset	assemblyai	GAS0007	903	884	80	117
benchmark_results_cloud_figshare-osce-subset	assemblyai	CAR0005	1292	1228	95	202
benchmark_results_cloud_figshare-osce-subset	assemblyai	GAS0002	1140	1103	74	135
benchmark_results_cloud_figshare-osce-subset	assemblyai	GAS0003	1093	1036	104	199
benchmark_results_cloud_figshare-osce-subset	assemblyai	DER0001	1554	1485	157	278
benchmark_results_cloud_figshare-osce-subset	assemblyai	GEN0001	1132	1093	70	142
benchmark_results_cloud_figshare-osce-subset	assemblyai	MSK0004	1125	1096	105	150
benchmark_results_cloud_figshare-osce-subset	assemblyai	GAS0005	1599	1541	138	251
benchmark_results_cloud_figshare-osce-subset	assemblyai	MSK0008	1417	1391	144	191
benchmark_results_cloud_figshare-osce-subset	assemblyai	MSK0007	1358	1333	112	159
benchmark_results_cloud_figshare-osce-subset	assemblyai	MSK0010	1505	1473	122	180
benchmark_results_cloud_figshare-osce-subset	assemblyai	MSK0003	1866	1810	145	242
benchmark_results_cloud_figshare-osce-subset	assemblyai	MSK0009	1572	1520	162	253
benchmark_results_cloud_figshare-osce-subset	assemblyai	MSK0015	1622	1576	151	228
benchmark_results_cloud_figshare-osce-subset	assemblyai	GAS0004	1180	1127	94	194
benchmark_results_cloud_figshare-osce-subset	assemblyai	MSK0039	1404	1367	91	159
benchmark_results_cloud_figshare-osce-subset	aws	CAR0002	1067	1043	59	99
benchmark_results_cloud_figshare-osce-subset	assemblyai	MSK0019	1337	1298	60	133
benchmark_results_cloud_figshare-osce-subset	assemblyai	MSK0017	1735	1681	132	236
benchmark_results_cloud_figshare-osce-subset	assemblyai	MSK0016	2064	1999	157	280
benchmark_results_cloud_figshare-osce-subset	aws	CAR0003	1281	1259	67	106
benchmark_results_cloud_figshare-osce-subset	aws	CAR0001	1053	1027	62	110
benchmark_results_cloud_figshare-osce-subset	aws	CAR0004	920	896	73	121
benchmark_results_cloud_figshare-osce-subset	aws	GAS0001	1033	984	105	197
benchmark_results_cloud_figshare-osce-subset	aws	GAS0002	1140	1103	43	110
benchmark_results_cloud_figshare-osce-subset	assemblyai	MSK0037	1682	1620	163	279
benchmark_results_cloud_figshare-osce-subset	aws	GAS0007	903	884	71	109
benchmark_results_cloud_figshare-osce-subset	aws	CAR0005	1292	1228	66	189
benchmark_results_cloud_figshare-osce-subset	aws	GAS0003	1093	1036	83	186
benchmark_results_cloud_figshare-osce-subset	aws	GAS0005	1599	1541	111	225
benchmark_results_cloud_figshare-osce-subset	aws	GAS0004	1180	1127	81	182
benchmark_results_cloud_figshare-osce-subset	assemblyai	MSK0029	2268	2186	213	360
benchmark_results_cloud_figshare-osce-subset	aws	DER0001	1554	1485	152	280
benchmark_results_cloud_figshare-osce-subset	aws	MSK0004	1125	1096	82	130
benchmark_results_cloud_figshare-osce-subset	aws	GEN0001	1132	1093	69	145
benchmark_results_cloud_figshare-osce-subset	aws	MSK0007	1358	1333	64	112
benchmark_results_cloud_figshare-osce-subset	aws	MSK0009	1572	1520	133	224
benchmark_results_cloud_figshare-osce-subset	aws	MSK0008	1417	1391	105	154
benchmark_results_cloud_figshare-osce-subset	aws	MSK0003	1866	1810	121	228
benchmark_results_cloud_figshare-osce-subset	aws	MSK0037	1682	1620	133	253
benchmark_results_cloud_figshare-osce-subset	aws	MSK0010	1505	1473	86	144
benchmark_results_cloud_figshare-osce-subset	aws	MSK0016	2064	1999	111	235
benchmark_results_cloud_figshare-osce-subset	aws	MSK0019	1337	1298	113	185
benchmark_results_cloud_figshare-osce-subset	aws	MSK0046	1225	1188	69	141
benchmark_results_cloud_figshare-osce-subset	aws	MSK0043	1772	1694	193	344
benchmark_results_cloud_figshare-osce-subset	aws	MSK0039	1404	1367	61	134
benchmark_results_cloud_figshare-osce-subset	aws	MSK0015	1622	1576	116	199
benchmark_results_cloud_figshare-osce-subset	aws	MSK0017	1735	1681	93	198
benchmark_results_cloud_figshare-osce-subset	aws	RES0002	1162	1144	311	343
benchmark_results_cloud_figshare-osce-subset	aws	RES0043	1503	1451	123	213
benchmark_results_cloud_figshare-osce-subset	aws	RES0090	1193	1160	55	121
benchmark_results_cloud_figshare-osce-subset	aws	RES0074	1246	1206	143	222
benchmark_results_cloud_figshare-osce-subset	aws	MSK0029	2268	2186	168	322
benchmark_results_cloud_figshare-osce-subset	aws	RES0111	965	927	58	134
benchmark_results_cloud_figshare-osce-subset	aws	RES0133	1264	1222	140	210
benchmark_results_cloud_figshare-osce-subset	aws	RES0118	947	921	49	101
benchmark_results_cloud_figshare-osce-subset	aws	RES0059	1358	1327	178	237
benchmark_results_cloud_figshare-osce-subset	aws	RES0143	1119	1080	112	176
benchmark_results_cloud_figshare-osce-subset	aws	RES0154	943	922	82	124
benchmark_results_cloud_figshare-osce-subset	aws	RES0007	1874	1811	122	242
benchmark_results_cloud_figshare-osce-subset	aws	RES0147	1274	1234	139	207
benchmark_results_cloud_figshare-osce-subset	aws	RES0110	1565	1512	74	177
benchmark_results_cloud_figshare-osce-subset	aws	RES0053	1982	1906	310	452
benchmark_results_cloud_figshare-osce-subset	aws	RES0183	1217	1178	108	180
benchmark_results_cloud_figshare-osce-subset	aws	RES0062	1965	1905	223	339
benchmark_results_cloud_figshare-osce-subset	aws	RES0203	920	895	54	101
benchmark_results_cloud_figshare-osce-subset	aws	RES0159	1104	1060	72	152
benchmark_results_cloud_figshare-osce-subset	aws	RES0184	970	946	98	139
benchmark_results_cloud_figshare-osce-subset	aws	RES0188	957	932	66	115
benchmark_results_cloud_figshare-osce-subset	aws	RES0199	1152	1118	79	139
benchmark_results_cloud_figshare-osce-subset	azure	CAR0002	1067	1043	49	88
benchmark_results_cloud_figshare-osce-subset	aws	RES0171	1368	1306	114	225
benchmark_results_cloud_figshare-osce-subset	azure	CAR0001	1053	1027	54	101
benchmark_results_cloud_figshare-osce-subset	azure	GAS0001	1033	984	89	181
benchmark_results_cloud_figshare-osce-subset	azure	CAR0005	1292	1228	69	184
benchmark_results_cloud_figshare-osce-subset	azure	CAR0004	920	896	70	117
benchmark_results_cloud_figshare-osce-subset	azure	CAR0003	1281	1259	56	95
benchmark_results_cloud_figshare-osce-subset	azure	GAS0007	903	884	79	115
benchmark_results_cloud_figshare-osce-subset	azure	GAS0003	1093	1036	65	168
